FIPS,State,County,UnempRate2019,UnempRate2018,UnempRate2017,UnempRate2016,UnempRate2015,UnempRate2014,UnempRate2010,UnempRate2007,PctEmpChange1019,PctEmpChange1819,PctEmpChange0719,PctEmpChange0710,PctEmpAgriculture,PctEmpMining,PctEmpConstruction,PctEmpManufacturing,PctEmpTrade,PctEmpTrans,PctEmpInformation,PctEmpFIRE,PctEmpServices,PctEmpGovt,NumCivEmployed,UnempRate2011,NumCivLaborForce2011,NumEmployed2011,NumCivLaborForce2012,NumUnemployed2010,NumCivLaborForce2008,NumUnemployed2011,NumEmployed2010,NumCivLaborForce2010,NumUnemployed2009,NumEmployed2009,NumCivLaborForce2009,UnempRate2008,UnempRate2012,NumEmployed2008,UnempRate2009,NumUnemployed2008,NumUnemployed2015,NumUnemployed2019,NumCivLaborforce2019,NumUnemployed2018,NumEmployed2018,NumCivLaborforce2018,NumUnemployed2017,NumEmployed2017,NumCivLaborforce2017,NumUnemployed2016,NumEmployed2016,NumCivLaborforce2016,NumCivLaborforce2013,NumEmployed2015,NumEmployed2012,NumUnemployed2014,NumEmployed2014,NumCivLaborforce2014,UnempRate2013,NumUnemployed2013,NumEmployed2019,NumEmployed2013,NumUnemployed2007,NumEmployed2007,NumCivLaborforce2007,NumUnemployed2012,NumCivLaborforce2015
27087,MN,Mahnomen,4.70,4.60,5.00,5.80,5.80,5.60,8.30,6.70,-4.36,-0.86,-3.09,1.32,7.579237483,0.091869545,7.441433165,5.328433624,9.830041341,4.54754249,0.551217271,3.261368856,53.6977492,7.671107028,2177,7.60,2493,2304,2478,207,2413,189,2296,2503,189,2248,2437,7.20,6.90,2239,7.80,174,139,109.00,2305,108,2215,2323,117,2244,2361,138,2259,2397,2397,2268,2306,133,2228,2361,5.80,138,2196,2259,164,2266,2430,172,2407
27089,MN,Marshall,5.90,5.90,6.80,7.30,6.90,6.80,9.30,8.00,-0.81,0.53,7.75,8.64,13.63163371,0.249739854,8.324661811,14.98439126,16.7950052,4.203954214,0.915712799,4.328824142,33.0905307,3.475546306,4805,8.30,5787,5304,5746,528,5168,483,5170,5698,523,4827,5350,7.90,7.70,4762,9.80,406,396,319.00,5447,317,5101,5418,374,5100,5474,411,5225,5636,5567,5351,5306,378,5212,5590,7.60,425,5128,5142,413,4759,5172,440,5747
27091,MN,Martin,3.80,3.20,3.40,4.10,4.10,4.70,7.30,4.40,-8.44,-1.72,-9.27,-0.91,10.50114576,0.099631364,6.207033974,15.6022716,14.11776427,4.114775331,1.095945003,5.688950882,39.26472053,3.307761283,10037,6.60,11212,10468,10873,842,11492,744,10664,11506,874,10816,11690,4.90,5.60,10930,7.50,562,424,381.00,10145,325,9935,10260,353,10058,10411,431,10066,10497,10335,10030,10263,481,9738,10219,5.30,544,9764,9791,495,10762,11257,610,10454
27093,MN,Meeker,3.90,3.50,4.00,4.50,4.20,4.60,8.80,5.90,10.47,1.65,10.83,0.33,5.534895788,0.190262043,9.1498746,23.07359682,11.99515697,5.422468218,0.786992995,3.952261524,37.58540171,2.309089337,11563,7.70,12844,11853,12736,1127,12498,991,11684,12811,1197,11354,12551,6.60,6.60,11673,9.50,825,559,519.00,13426,462,12697,13159,528,12715,13243,596,12710,13306,12741,12790,11897,592,12267,12859,5.50,705,12907,12036,734,11646,12380,839,13349
27095,MN,Mille Lacs,5.40,4.90,5.50,5.90,5.80,6.70,11.10,7.60,5.58,1.11,8.85,3.10,1.786896095,0.099272005,11.30046327,17.02514891,13.45135672,3.830244871,0.562541363,3.896426208,44.22567836,3.821972204,12088,9.60,12924,11683,12693,1457,12317,1241,11695,13152,1557,10866,12423,9.00,8.30,11203,12.50,1114,730,708.00,13055,625,12212,12837,696,12028,12724,759,12006,12765,12678,11892,11634,851,11830,12681,7.50,951,12347,11727,939,11343,12282,1059,12622
27097,MN,Morrison,5.20,4.70,5.20,5.60,5.40,6.20,9.50,6.20,-0.66,0.16,3.00,3.69,6.779454722,0.237341772,8.434761441,14.45350536,13.83276534,4.381694255,0.8093963,2.921129503,43.40311587,4.746835443,16432,8.20,18752,17210,17936,1768,17683,1542,16849,18617,2020,16321,18341,7.60,7.10,16346,11.00,1337,960,915.00,17653,831,16711,17542,927,16736,17663,1003,16922,17925,17677,16848,16670,1087,16306,17393,6.70,1191,16738,16486,1065,16250,17315,1266,17808
27099,MN,Mower,3.00,2.70,2.80,3.20,3.20,3.80,6.10,4.00,1.06,0.07,1.63,0.57,4.731811772,0.020891001,6.324750614,23.34569384,12.24734945,3.984958479,0.804303546,3.394787695,42.43484619,2.710607406,19147,5.70,20818,19641,20661,1274,20449,1177,19634,20908,1311,19709,21020,4.60,5.00,19510,6.20,939,653,621.00,20463,556,19829,20385,571,19995,20566,651,19938,20589,20474,19724,19630,774,19504,20278,4.50,917,19842,19557,823,19523,20346,1031,20377
27101,MN,Murray,4.30,3.80,4.30,4.70,4.40,4.90,6.80,4.30,-0.21,-0.58,-9.39,-9.20,13.02916275,0.16462841,8.51364064,12.69990593,13.92285983,5.667920978,0.776105362,3.998118532,37.86453434,3.363123236,4252,6.20,5039,4725,4995,344,5431,314,4678,5022,326,5429,5755,5.10,5.20,5155,5.70,276,224,209.00,4877,184,4695,4879,212,4673,4885,235,4738,4973,4837,4842,4735,237,4621,4858,5.30,258,4668,4579,230,5152,5382,260,5066
27103,MN,Nicollet,2.50,2.20,2.50,2.80,2.60,3.10,6.10,3.60,10.71,1.19,10.77,0.05,3.673041656,0.555410008,5.093004978,15.60911711,11.65313073,4.223211947,1.503798795,3.908828923,49.49960702,4.280848834,19085,5.10,19939,18924,19739,1207,19842,1015,18575,19782,1247,18704,19951,4.30,4.60,18979,6.30,863,535,534.00,21098,463,20322,20785,514,20106,20620,577,19847,20424,19715,19786,18839,604,19165,19769,3.70,737,20564,18978,699,18565,19264,900,20321
27105,MN,Nobles,3.00,2.60,3.10,3.80,3.20,3.40,5.60,3.50,0.68,-0.40,1.88,1.19,8.305116629,0.075244545,5.756207675,28.2731377,15.5379985,4.223100075,0.611361926,3.150865312,31.42400301,2.642964635,10632,5.30,11485,10880,11289,646,11144,605,10876,11522,606,11009,11615,4.20,4.30,10681,5.20,463,369,339.00,11289,297,10994,11291,355,10988,11343,433,11062,11495,11061,11165,10799,384,10848,11232,4.00,446,10950,10615,386,10748,11134,490,11534
27107,MN,Norman,4.80,4.30,4.60,4.80,4.60,5.00,6.90,5.10,-6.80,-2.62,-7.21,-0.45,14.0980455,0.064082025,7.401473887,7.946171099,13.20089715,5.446972124,1.698173662,5.254726049,40.91637296,3.97308555,3121,6.70,3649,3405,3522,248,3536,244,3355,3603,230,3366,3596,5.60,5.90,3337,6.40,199,160,157.00,3284,146,3211,3357,157,3239,3396,165,3289,3454,3312,3283,3314,166,3149,3315,5.70,190,3127,3122,181,3370,3551,208,3443
27109,MN,Olmsted,2.60,2.30,2.70,3.00,2.90,3.40,5.90,3.80,13.87,1.44,13.03,-0.73,1.313897322,0.022123622,4.438244368,7.792431263,11.90742493,2.94244171,1.514239009,3.341895994,64.24453977,2.482762011,81361,5.30,81313,77037,82541,4829,79968,4276,76368,81197,4979,76566,81545,4.40,4.40,76415,6.10,3553,2445,2278.00,89236,2034,85721,87755,2301,84431,86732,2543,82964,85507,83374,81513,78892,2865,80180,83045,4.00,3339,86958,80035,3020,76931,79951,3649,83958
27111,MN,Otter Tail,4.20,3.60,3.90,4.30,4.20,4.50,7.20,5.30,5.86,0.39,9.22,3.18,4.540134076,0.205724825,8.924201043,14.45039549,13.47497606,6.203667577,1.755754975,4.20671798,43.01422339,3.22420459,28193,6.40,30890,28916,30777,2212,29643,1974,28657,30869,2406,27822,30228,6.10,5.60,27837,8.00,1806,1306,1320.00,31655,1140,30216,31356,1234,30306,31540,1364,30036,31400,30867,29833,29067,1403,29478,30881,5.30,1621,30335,29246,1549,27773,29322,1710,31139
27113,MN,Pennington,4.60,4.20,5.60,5.70,5.10,5.20,9.00,6.90,9.50,-0.38,5.07,-4.04,3.564899452,0.300339514,4.583442152,20.31862105,28.37555498,3.878297206,0.940193262,3.055628101,32.89370593,2.08931836,7658,7.70,8559,7903,8589,759,8718,656,7639,8398,791,8184,8975,7.10,6.60,8100,8.80,618,465,400.00,8765,368,8397,8765,491,8304,8795,521,8553,9074,8656,8619,8022,456,8388,8844,6.30,547,8365,8109,589,7961,8550,567,9084
27115,MN,Pine,5.50,4.90,5.60,5.80,5.50,6.10,9.80,7.60,3.39,1.27,13.06,9.35,3.76390752,0.291959284,9.445277361,9.303243115,13.71419553,4.726584076,0.789079145,3.266787659,47.73928825,6.959678056,12673,8.80,15150,13817,14881,1507,14161,1333,13848,15355,1624,12919,14543,8.60,7.50,12950,11.20,1211,821,836.00,15154,729,14139,14868,842,14141,14983,867,14020,14887,14831,13972,13761,896,13708,14604,6.90,1026,14318,13805,1049,12664,13713,1120,14793
27117,MN,Pipestone,3.50,2.90,3.30,3.80,3.30,3.80,6.60,3.70,-0.64,-0.19,-6.20,-5.59,12.08941606,0.319343066,8.371350365,11.10857664,13.66332117,6.135948905,1.322992701,3.558394161,40.67062044,2.760036496,4384,6.50,5031,4704,4906,339,5615,327,4809,5148,353,5225,5578,4.40,5.00,5366,6.30,249,166,172.00,4950,144,4787,4931,160,4699,4859,187,4731,4918,4689,4814,4662,180,4601,4781,4.60,216,4778,4473,198,5094,5292,244,4980
27119,MN,Polk,4.00,3.70,4.10,4.30,4.20,4.60,6.60,4.60,-0.07,-0.43,0.61,0.69,7.105478847,0.384591135,6.94785953,9.917407477,14.93600656,5.302313852,1.740117269,2.925414539,46.68684194,4.053968854,15861,7.00,17420,16196,17506,1137,16893,1224,16019,17156,1008,16141,17149,5.00,6.20,16044,5.90,849,723,665.00,16672,620,16076,16696,703,16291,16994,746,16459,17205,17100,16453,16418,788,16298,17086,5.40,920,16007,16180,765,15910,16675,1088,17176
27121,MN,Pope,3.10,2.60,3.00,3.50,3.50,3.60,7.10,4.40,16.79,2.18,9.40,-6.33,7.487579844,0.01774308,7.452093683,17.29950319,14.85095813,4.027679205,1.277501774,4.45351313,39.31866572,3.814762243,5636,5.90,5860,5515,5944,419,6093,345,5461,5880,444,5805,6249,5.30,4.70,5769,7.10,324,222,204.00,6582,169,6242,6411,192,6168,6360,224,6100,6324,5964,6171,5667,227,5996,6223,4.30,254,6378,5710,271,5830,6101,277,6393
27123,MN,Ramsey,3.00,2.70,3.20,3.60,3.50,4.00,7.50,4.40,13.40,1.10,9.20,-3.71,0.37078024,0.032736835,3.914898462,11.60236132,12.33644926,4.043710791,2.034309626,7.252632291,54.09904316,4.31307801,281029,6.60,272394,254310,272944,20128,271843,18084,249935,270063,20602,250001,270603,5.30,5.70,257550,7.60,14293,9841,8694.00,292118,7804,280330,288134,9125,277771,286896,10192,273167,283359,275220,269936,257259,11174,266179,277353,4.90,13505,283424,261715,11917,259552,271469,15685,279777
27125,MN,Red Lake,5.30,5.20,6.50,7.30,5.90,5.80,9.60,8.10,-3.48,0.00,0.00,3.60,8.1,0.05,7.75,15.1,24,5.6,1.3,3,31.8,3.3,2000,8.10,2424,2228,2340,232,2361,196,2187,2419,245,2187,2432,7.90,7.20,2174,10.10,187,137,118.00,2229,115,2111,2226,147,2104,2251,168,2129,2297,2255,2194,2171,131,2128,2259,6.70,152,2111,2103,186,2111,2297,169,2331
27127,MN,Redwood,3.70,3.60,4.00,4.10,3.90,4.40,6.70,4.70,-7.62,0.78,-6.22,1.52,10.54739653,0.040053405,7.142857143,13.77837116,13.61815754,4.753004005,0.734312417,4.245660881,42.04272363,3.097463284,7490,6.00,8385,7878,8205,578,8089,507,8002,8580,568,7870,8438,5.40,5.50,7651,6.70,438,323,284.00,7676,275,7335,7610,308,7368,7676,342,8007,8349,8051,7951,7752,353,7648,8001,5.50,441,7392,7610,390,7882,8272,453,8274
27129,MN,Renville,4.50,4.00,4.40,5.20,4.80,5.50,8.10,5.20,0.07,-1.10,2.96,2.89,13.37518766,0.068240753,7.233519858,17.04654019,13.75733588,6.0597789,1.078203903,3.357445066,35.03480278,2.988944998,7327,7.30,8545,7919,8426,724,8682,626,8269,8993,688,8083,8771,5.80,6.80,8181,7.80,501,412,394.00,8669,347,8367,8714,387,8493,8880,443,8001,8444,8238,8186,7855,452,7753,8205,6.50,536,8275,7702,445,8037,8482,571,8598
27131,MN,Rice,3.10,2.80,3.10,3.50,3.50,4.10,7.80,5.00,12.10,0.82,18.41,5.63,2.924285045,0.026371308,7.052859822,15.39498359,12.74906235,4.128574777,1.183778715,3.984997656,49.6249414,2.930145335,34128,6.60,34771,32464,34862,2721,32732,2307,32264,34985,2855,30775,33630,5.90,5.80,30805,8.50,1927,1252,1164.00,37333,1030,35874,36904,1142,35393,36535,1268,34960,36228,34992,34196,32836,1444,33660,35104,4.90,1732,36169,33260,1593,30545,32138,2026,35448
27133,MN,Rock,2.30,2.30,2.10,2.30,2.10,2.50,5.10,3.20,8.83,-0.14,16.50,7.05,10.35923141,0.271512114,6.808688388,11.27819549,14.61988304,6.64160401,0.814536341,5.659983292,40.22556391,3.320802005,4788,4.20,5617,5380,5546,272,4945,237,5105,5377,268,4784,5052,3.90,3.60,4754,5.30,191,125,131.00,5687,132,5564,5696,121,5754,5875,137,5793,5930,5626,5788,5344,144,5528,5672,3.20,180,5556,5446,156,4769,4925,202,5913
27135,MN,Roseau,3.90,3.40,4.80,5.10,4.00,3.70,6.40,6.30,-6.89,-0.70,-17.18,-11.05,5.182667799,0.024274791,4.515111057,35.55043088,12.40441801,3.726180362,0.436946231,3.386333293,31.64218959,3.131447991,8239,5.30,8528,8072,8537,555,9562,456,8130,8685,724,8809,9533,4.90,4.70,9089,7.60,473,341,305.00,7875,266,7623,7889,392,7749,8141,422,7854,8276,8614,8267,8134,324,8488,8812,4.40,379,7570,8235,615,9140,9755,403,8608
27137,MN,St. Louis,4.00,3.70,4.50,5.70,5.00,5.10,8.10,5.60,3.48,0.19,0.72,-2.67,0.715866331,2.276087821,6.505001887,6.977147344,13.90636632,5.441399916,1.151300694,5.84930096,52.70081478,4.476713949,98063,7.30,102271,94758,101564,8384,104443,7513,94990,103374,9649,95965,105614,6.30,6.50,97825,9.10,6618,5052,4098.00,102395,3788,98115,101903,4664,97860,102524,5882,97080,102962,102216,96945,94964,5203,97072,102275,6.10,6187,98297,96029,5747,97591,103338,6600,101997
27139,MN,Scott,2.70,2.50,2.90,3.20,3.10,3.60,6.90,4.00,18.68,1.10,16.86,-1.54,0.946071388,0.317900332,6.636487328,16.02090513,15.09390776,5.073689297,1.869253952,8.153507712,43.21028471,2.677992396,78641,5.80,74896,70578,75799,5086,74340,4318,69064,74150,5449,69500,74949,5.00,5.00,70646,7.30,3694,2471,2309.00,84276,2093,81074,83167,2343,79809,82152,2600,78387,80987,76971,76741,72024,2816,75345,78161,4.40,3373,81967,73598,2956,70143,73099,3775,79212
27141,MN,Sherburne,3.50,3.20,3.70,4.10,4.00,4.50,8.40,5.00,13.81,1.10,10.29,-3.10,1.040964429,0.150691993,9.291351073,15.84843558,15.64817385,6.521394297,0.812943649,5.791727803,40.97434271,3.91997462,50434,7.10,48872,45383,48620,4123,49592,3489,44866,48989,4472,44821,49293,6.20,6.20,46531,9.10,3061,1979,1858.00,52921,1656,50506,52162,1890,49480,51370,2066,48801,50867,48786,47525,45611,2234,46967,49201,5.30,2602,51063,46184,2439,46299,48738,3009,49504
27143,MN,Sibley,3.80,3.20,3.50,4.30,4.10,4.60,7.90,5.00,6.32,1.14,0.91,-5.09,8.98226192,0.377405963,8.642596553,23.32368851,11.77506605,4.252107183,1.069316895,3.635677444,34.19298025,3.748899233,7949,6.90,8500,7915,8418,670,8650,585,7836,8506,699,8193,8892,6.30,6.00,8109,7.90,541,352,330.00,8661,271,8237,8508,297,8116,8413,364,8158,8522,8320,8163,7915,382,7886,8268,5.50,457,8331,7863,438,8256,8694,503,8515
27145,MN,Stearns,3.20,3.00,3.30,3.80,3.60,4.10,7.20,4.60,11.05,1.03,11.15,0.09,3.172491071,0.217102038,6.650792539,13.72761865,15.39556925,4.330368607,1.38081565,5.871092747,46.78198753,2.472161916,85674,6.30,85989,80611,86268,6180,83513,5378,79494,85674,6539,77734,84273,5.60,5.40,78874,7.80,4639,3180,2897.00,91177,2672,87384,90056,3002,87070,90072,3357,85890,89247,86690,85015,81613,3581,84136,87717,4.90,4244,88280,82446,3797,79426,83223,4655,88195
27147,MN,Steele,3.20,3.00,3.30,3.60,3.30,3.80,7.80,4.30,5.78,3.50,5.26,-0.50,3.692535576,0.116383643,6.088980585,23.68407131,14.27815691,3.793048722,1.110934772,8.4536846,35.69803735,3.084166534,18903,6.50,21118,19753,21570,1637,20797,1365,19426,21063,1788,19025,20813,5.10,5.40,19742,8.60,1055,706,672.00,21221,611,19854,20465,681,19855,20536,757,20505,21262,21395,20510,20400,805,20496,21301,4.60,976,20549,20419,878,19523,20401,1170,21216
27149,MN,Stevens,2.70,2.40,2.60,3.00,2.80,3.30,5.60,3.70,1.76,0.30,-1.84,-3.54,11.47696993,0.038066235,6.204796346,12.71412257,10.04948611,2.664636467,1.465550057,2.493338409,48.76284735,4.130186525,5254,4.90,5587,5315,5606,309,5626,272,5238,5547,301,5329,5630,4.70,4.20,5364,5.30,262,160,148.00,5478,130,5314,5444,144,5364,5508,170,5501,5671,5510,5553,5369,181,5388,5569,3.80,207,5330,5303,210,5430,5640,237,5713
27151,MN,Swift,4.40,3.70,4.00,5.40,6.00,4.80,8.10,5.20,-1.62,-1.93,-5.94,-4.39,10.66888935,0.354240467,6.084600959,14.58637216,14.77391123,4.667639091,2.500520942,3.521566993,39.11231507,3.729943738,4799,7.10,5194,4823,5084,424,5223,371,4815,5239,394,5113,5507,6.10,6.20,4905,7.20,318,311,216.00,4953,185,4830,5015,204,4845,5049,272,4792,5064,4894,4864,4771,236,4632,4868,5.80,285,4737,4609,277,5036,5313,313,5175
27153,MN,Todd,4.40,3.90,3.90,4.70,4.40,4.70,7.80,5.40,4.34,0.49,12.51,7.83,7.710973308,0.242653006,7.719960457,20.01437944,12.51011054,6.264042419,1.464905186,3.900422396,37.19780714,2.974746113,11127,6.80,13296,12393,13033,1048,12194,903,12471,13519,1117,11417,12534,6.50,5.80,11396,8.90,798,569,603.00,13615,530,12948,13478,524,12976,13500,609,12342,12951,12851,12448,12277,597,12220,12817,5.30,685,13012,12166,663,11565,12228,756,13017
27155,MN,Traverse,3.70,3.30,3.50,3.90,4.10,4.60,6.20,5.20,-2.78,-0.17,-1.66,1.15,19.15151515,0.303030303,6.242424242,4.727272727,14.12121212,3.818181818,0.303030303,4.121212121,41.09090909,6.121212121,1650,6.00,1843,1733,1775,117,1758,110,1764,1881,119,1672,1791,5.50,5.00,1662,6.60,96,76,66.00,1781,58,1718,1776,62,1710,1772,67,1646,1713,1660,1761,1686,79,1633,1712,5.10,84,1715,1576,95,1744,1839,89,1837
27157,MN,Wabasha,3.30,3.00,3.30,3.70,3.80,4.00,7.10,4.40,6.90,1.43,2.96,-3.68,6.494425765,0.17695983,7.131481154,15.42204919,12.16598832,4.680587507,1.274110777,3.786940365,45.15130065,3.716156432,11302,6.20,11954,11217,11959,865,12085,737,11242,12107,932,11329,12261,5.00,5.20,11476,7.60,609,452,414.00,12432,365,11848,12213,400,11764,12164,444,11611,12055,11829,11548,11340,473,11253,11726,4.60,545,12018,11284,543,11672,12215,619,12000
27159,MN,Wadena,6.20,5.20,5.50,5.90,5.90,6.20,10.20,7.40,-3.90,-0.04,-3.62,0.29,4.690089493,0.331455088,8.385813722,18.36261187,15.36294332,5.883327809,0.911501492,3.513423931,40.53695724,2.021876036,6034,9.00,6319,5750,6229,661,6506,569,5822,6483,714,5845,6559,8.20,7.80,5975,10.90,531,374,367.00,5962,310,5597,5907,320,5511,5831,371,5899,6270,6166,5959,5743,382,5760,6142,7.00,431,5595,5735,466,5805,6271,486,6333
27161,MN,Waseca,3.90,4.10,3.80,4.30,4.10,4.80,7.50,4.70,-11.01,1.20,-10.86,0.16,4.622844828,0.043103448,7.478448276,22.7262931,11.99353448,4.536637931,1.713362069,4.084051724,38.39439655,4.407327586,9280,6.30,10582,9916,10213,791,10494,666,9786,10577,859,9633,10492,5.40,5.80,9928,8.20,566,403,350.00,9059,368,8606,8974,356,8940,9296,407,9092,9499,9926,9356,9625,465,9205,9670,5.50,546,8709,9380,487,9770,10257,588,9759
27163,MN,Washington,2.80,2.50,2.90,3.30,3.20,3.60,6.70,4.00,14.10,1.10,14.52,0.37,0.644519007,0.098078979,5.413517201,14.60565613,13.7472807,4.576527414,2.013937539,8.675933778,45.05733564,5.167213598,135605,5.90,133063,125221,133686,8858,129322,7842,123188,132046,9336,119550,128886,5.00,5.10,122858,7.20,6464,4328,4067.00,144620,3601,139023,142624,4157,136786,140943,4644,134651,139295,134883,132922,126811,4951,131092,136043,4.40,5971,140553,128912,5106,122731,127837,6875,137250
27165,MN,Watonwan,4.00,3.50,4.20,4.90,4.70,4.90,7.30,5.00,7.13,-0.43,20.26,12.26,7.54784475,0.017885888,8.853514577,22.73296369,15.66803792,5.562511179,1.341441603,2.897513862,32.33768557,3.040600966,5591,6.30,6267,5871,6285,461,5470,396,5850,6311,493,5092,5585,6.50,5.60,5113,8.80,357,292,264.00,6531,227,6294,6521,276,6223,6499,321,6279,6600,6179,5964,5932,303,5857,6160,5.30,326,6267,5853,276,5211,5487,353,6256
27167,MN,Wilkin,3.40,3.00,3.10,3.20,3.30,3.40,5.50,3.80,-5.98,-0.53,1.34,7.79,13.29820211,0.06199628,6.137631742,13.32920025,13.63918165,4.432734036,2.88282703,2.479851209,40.01859888,3.719776813,3226,5.60,3818,3605,3781,209,3490,213,3613,3822,190,3354,3544,4.40,4.70,3337,5.40,153,122,119.00,3516,106,3415,3521,109,3444,3553,121,3612,3733,3625,3570,3603,122,3470,3592,4.20,151,3397,3474,132,3352,3484,178,3692
27169,MN,Winona,2.90,2.60,3.10,3.50,3.30,3.70,6.90,4.20,2.97,0.23,2.17,-0.78,4.319865791,0.006990074,4.211519642,20.09995806,14.8399273,3.624353418,2.055081784,3.121068083,45.3585908,2.362645044,28612,5.80,29435,27721,29823,2021,28929,1714,27196,29217,2211,26673,28884,4.80,4.90,27547,7.70,1382,975,835.00,28840,757,27941,28698,884,28089,28973,1038,28327,29365,29580,28518,28363,1094,28249,29343,4.40,1293,28005,28287,1192,27411,28603,1460,29493
27171,MN,Wright,3.30,3.00,3.50,3.80,3.70,4.20,8.00,5.10,14.62,1.11,17.71,2.70,1.62006245,0.126020415,10.19225114,16.39105535,15.14485347,4.931598919,1.340017083,6.966128513,40.60377781,2.684234846,71417,6.80,70299,65495,70288,5634,67440,4804,64461,70095,6093,62001,68094,6.10,5.90,63324,8.90,4116,2641,2485.00,76368,2257,73073,75330,2571,71611,74182,2824,70529,73353,70559,69391,66174,3002,68185,71187,5.00,3560,73883,66999,3340,62767,66107,4114,72032
27173,MN,Yellow Medicine,3.80,3.00,3.40,3.80,3.70,4.10,6.30,4.30,-5.52,0.37,-4.41,1.18,10.74699776,0.386729086,8.854060655,11.11337268,13.1080806,5.61774883,1.200895583,4.823936495,40.3012416,3.846936699,4913,5.70,5743,5415,5679,370,5847,328,5508,5878,377,5497,5874,5.10,5.00,5550,6.40,297,204,205.00,5409,161,5185,5346,183,5170,5353,210,5287,5497,5541,5375,5394,227,5260,5487,4.90,272,5204,5269,243,5444,5687,285,5579
28000,MS,Mississippi,5.40,4.80,5.10,5.80,6.40,7.50,10.40,6.10,3.08,-0.07,-1.40,-4.34,1.681919226,1.025772932,6.65669817,13.30607055,14.08691802,5.975074418,1.24391858,4.599128883,46.01212662,5.412372603,1228537,10.00,1342808,1208747,1316536,135729,1306772,134061,1170879,1306608,120289,1148930,1269219,6.60,9.00,1220991,9.50,85781,80747,69226.00,1276118,61454,1207680,1269134,65049,1212553,1277602,74075,1204372,1278447,1272477,1184093,1198196,93830,1156341,1250171,8.50,108725,1206892,1163752,79455,1224059,1303514,118340,1264840
28001,MS,Adams,7.10,6.40,7.30,8.20,7.90,8.30,11.50,6.40,-6.24,-0.43,-16.53,-10.98,1.688411358,2.954719877,6.369915579,5.775134305,15.61780507,6.197237145,0.81542594,3.482348427,50.38372985,6.715272448,10424,10.80,12915,11523,12366,1446,13488,1392,11162,12608,1170,11637,12807,6.50,9.90,12614,9.10,874,905,794.00,11260,713,10511,11224,820,10424,11244,927,10331,11258,11835,10515,11141,965,10656,11621,9.30,1103,10466,10732,852,12539,13391,1225,11420
28003,MS,Alcorn,4.70,4.20,4.40,5.20,5.60,6.60,11.50,6.90,10.02,-0.85,6.55,-3.15,1.845242104,0.202033807,5.690618897,22.4392215,14.45215166,4.384133612,1.555660314,4.532291737,40.81756347,4.081082901,14849,10.90,16192,14435,16001,1815,15249,1757,13906,15721,1764,13110,14874,7.60,8.70,14091,11.90,1158,881,757.00,16057,672,15431,16103,710,15353,16063,819,15012,15831,15378,14853,14608,1004,14158,15162,7.80,1195,15300,14183,1057,14359,15416,1393,15734
28005,MS,Amite,7.00,6.20,6.80,7.30,7.50,8.00,11.90,6.30,-6.29,-0.02,-14.98,-9.27,3.88459791,2.657882781,7.019536574,17.87823716,8.973194003,5.315765561,1.522035438,1.385733757,45.97910041,5.383916402,4402,11.50,4993,4421,4762,594,5211,572,4385,4979,527,4423,4950,7.00,10.00,4848,10.60,363,340,308.00,4417,272,4110,4382,303,4166,4469,330,4182,4512,4549,4177,4284,355,4101,4456,9.10,415,4109,4134,324,4833,5157,478,4517
28007,MS,Attala,6.20,5.70,6.00,6.70,7.60,8.70,12.50,7.50,-5.25,0.47,-2.99,2.38,3.301175761,2.261079289,8.803135363,17.576123,14.00361773,5.17033464,1.055170335,3.105215556,38.64938197,6.074766355,6634,11.20,7982,7090,7585,998,7304,892,6957,7955,926,6011,6937,8.90,9.80,6655,13.30,649,529,439.00,7031,394,6561,6955,421,6549,6970,468,6550,7018,7251,6460,6841,614,6443,7057,9.40,679,6592,6572,554,6795,7349,744,6989
28009,MS,Benton,6.10,5.60,5.60,6.70,7.90,9.30,12.50,9.30,0.10,0.39,8.60,8.48,0.548508742,0.582790538,5.965032568,24.99142955,19.16352417,9.667466575,0.582790538,1.611244429,34.79602331,2.091189578,2917,12.40,3388,2969,3290,408,2883,419,2865,3273,395,2393,2788,11.00,10.60,2565,14.20,318,237,187.00,3055,171,2857,3028,170,2870,3040,204,2846,3050,3136,2749,2941,278,2706,2984,10.50,328,2868,2808,272,2641,2913,349,2986
28011,MS,Bolivar,7.00,6.10,6.40,7.20,7.80,9.50,11.40,8.00,-13.74,-1.99,-20.43,-7.76,5.447470817,0.48174912,4.298684454,11.93255512,15.75875486,4.067074301,0.611450806,2.677413378,47.85992218,6.864924958,10794,11.10,15023,13348,14400,1697,15271,1675,13212,14909,1564,13176,14740,8.40,10.60,13982,10.60,1289,1047,863.00,12260,761,11628,12389,829,12087,12916,967,12444,13411,13795,12352,12871,1270,12063,13333,10.70,1474,11397,12321,1250,14323,15573,1529,13399
28013,MS,Calhoun,5.50,4.70,4.70,5.30,6.10,7.40,9.20,8.10,-16.09,1.00,-4.16,14.22,8.704566636,0.689655172,5.293569432,29.15191053,13.1220876,4.827586207,0.950605778,2.721342032,31.10904007,3.429636533,5365,8.70,7115,6495,6746,649,5986,620,6376,7025,650,5214,5864,8.80,8.30,5458,11.10,528,377,310.00,5660,261,5297,5558,264,5376,5640,330,5859,6189,6403,5766,6185,465,5786,6251,8.40,538,5350,5865,490,5582,6072,561,6143
